PropertyID,Neighborhood,PropertyType,SquareFeet,Bedrooms,Bathrooms,YearBuilt,PropertyAge,LotSize,GarageCapacity,HasPool,HasFireplace,RenovationYear,YearsSinceRenovation,Condition,EnergyRating,SchoolRating,CrimeRate,DistanceToCenter,HOAFee,DaysOnMarket,ListingDate,Price
PROP_000177,Tech Hub,Townhouse,1293.0,3,2.0,1995,29,0.37,2,1,0,0,29,7.7,D,8.0,17,6.7,158,43,2024-08-16,446000
PROP_000178,Suburbs,Multi-Family,1505.0,3,2.0,1982,42,,3,0,1,0,42,7.3,D,7.0,4,13.0,129,26,2024-09-06,296000
PROP_000179,Residential Park,Multi-Family,1689.0,4,4.0,2002,22,0.15,1,0,1,2012,12,10.0,E,8.0,6,10.3,199,4,2024-10-12,495000
PROP_000180,Midtown,Townhouse,1663.0,4,3.5,2018,6,0.22,1,0,0,2009,15,10.0,A,6.0,20,2.8,115,27,2024-09-02,608000
PROP_000181,Suburbs,Single Family,1813.0,4,4.0,1985,39,0.12,2,0,1,0,39,6.8,E,8.0,5,11.5,72,70,2024-07-19,371000
PROP_000182,Midtown,Single Family,1478.0,3,2.0,1976,48,0.29,2,0,1,0,48,7.0,E,6.0,14,2.0,0,3,2024-10-13,361000
PROP_000183,Residential Park,Single Family,764.0,1,1.0,1982,42,0.05,1,0,1,0,42,7.7,F,9.0,11,11.2,0,41,2024-08-14,148000
PROP_000184,Industrial,Single Family,1505.0,3,3.0,1987,37,0.29,0,0,1,2006,18,9.7,F,6.0,25,8.7,0,23,2024-08-30,272000
PROP_000185,Uptown,Condo,1218.0,2,2.0,1940,84,0.0,1,0,1,0,84,4.3,E,7.0,7,3.9,471,47,2024-09-10,251000
PROP_000186,Tech Hub,Condo,787.0,1,1.0,1992,32,0.0,0,1,0,2000,24,9.1,D,8.0,19,5.1,323,77,2024-08-08,281000
PROP_000187,University Area,Single Family,2075.0,4,3.5,1992,32,0.24,1,0,0,0,32,8.8,D,5.0,18,7.4,0,35,2024-08-04,442000
PROP_000188,Historic District,Single Family,2046.0,4,4.5,1998,26,0.26,1,0,0,0,26,9.5,E,7.0,15,2.1,0,16,2024-09-13,629000
PROP_000189,Waterfront,Multi-Family,2998.0,7,5.0,1980,44,0.17,2,0,0,0,44,6.5,D,6.0,11,2.7,160,4,2024-09-07,897000
PROP_000190,Uptown,Townhouse,1306.0,3,3.0,2000,24,0.05,3,0,1,2014,10,9.9,E,9.0,14,3.9,147,15,2024-09-17,488000
PROP_000191,Midtown,Single Family,1693.0,3,2.5,2017,7,0.67,2,0,0,0,7,10.0,A,7.0,20,2.4,0,20,2024-10-10,553000
PROP_000192,Industrial,Ranch,2165.0,5,4.0,2021,3,0.28,3,0,1,2020,4,10.0,A,5.0,34,9.3,0,46,2024-08-09,460000
PROP_000193,Residential Park,Ranch,1778.0,3,2.0,1998,26,0.05,2,1,0,0,26,8.8,D,10.0,1,12.0,0,22,2024-08-15,491000
PROP_000194,Tech Hub,Single Family,1149.0,3,2.0,1931,93,0.21,2,0,1,0,93,4.1,D,9.0,16,4.6,135,23,2024-09-01,275000
PROP_000195,Suburbs,Single Family,1175.0,2,2.0,2022,2,0.21,1,0,1,2000,24,10.0,A,7.0,12,13.3,0,15,2024-09-27,291000
PROP_000196,Suburbs,Condo,971.0,2,2.0,2006,18,0.0,1,0,1,2000,24,10.0,D,8.0,3,12.9,542,20,2024-08-21,274000
PROP_000197,Tech Hub,Ranch,1083.0,2,1.5,1978,46,0.28,2,0,1,2015,9,6.9,E,8.0,11,5.6,72,13,2024-10-10,296000
PROP_000198,Industrial,Multi-Family,1914.0,3,2.5,1955,69,0.5,3,0,0,0,69,5.6,D,4.0,29,9.9,0,59,2024-09-02,240000
PROP_000199,Industrial,Single Family,1948.0,4,4.5,1955,69,0.41,1,0,0,0,69,6.1,E,4.0,35,8.0,0,183,2024-04-30,268000
PROP_000200,University Area,Single Family,500.0,2,2.0,1958,66,0.07,0,0,1,0,66,5.9,D,6.0,24,5.5,0,59,2024-07-13,66000
PROP_000201,Tech Hub,Condo,1360.0,3,3.5,1932,92,0.0,2,0,0,2000,24,5.1,E,9.0,18,6.6,550,3,2024-10-10,387000
PROP_000202,Midtown,Condo,1236.0,3,3.0,2018,6,0.0,1,0,0,0,6,9.0,A,6.0,20,1.2,552,45,2024-09-01,392000
PROP_000203,Midtown,Single Family,1170.0,2,2.5,1995,29,0.88,0,0,0,0,29,10.0,D,7.0,20,3.5,0,54,2024-07-29,294000
PROP_000204,Industrial,Multi-Family,2326.0,5,5.0,2006,18,0.05,2,0,0,0,18,9.2,F,4.0,30,8.8,0,67,2024-08-21,363000
PROP_000205,Historic District,Townhouse,1201.0,1,1.0,2014,10,0.2,2,0,1,0,10,7.0,A,8.0,13,1.0,279,64,2024-07-28,370000
PROP_000206,Downtown,Multi-Family,2737.0,7,5.0,2012,12,0.27,2,0,1,0,12,8.6,A,6.0,23,0.2,0,31,2024-08-06,830000
PROP_000207,Midtown,Multi-Family,2589.0,6,5.0,2017,7,0.09,3,0,1,0,7,9.3,A,7.0,20,1.5,77,13,2024-09-29,741000
PROP_000208,Tech Hub,Townhouse,709.0,1,1.0,2022,2,0.44,2,0,0,0,2,8.6,A,8.0,19,6.2,111,5,2024-09-14,243000
PROP_000209,Downtown,Condo,1076.0,1,1.0,1987,37,0.0,2,1,0,0,37,7.4,D,7.0,22,0.1,467,1,2024-09-09,388000
PROP_000210,Midtown,Condo,838.0,2,2.0,2021,3,,1,0,1,0,3,9.3,A,6.0,20,3.0,575,1,2024-10-17,286000
PROP_000211,Waterfront,Single Family,1441.0,2,2.0,2008,16,0.28,1,0,1,2004,20,,E,8.0,8,2.4,0,123,2024-05-04,602000
PROP_000212,Tech Hub,Townhouse,945.0,2,1.0,1939,85,0.2,2,1,1,0,85,4.0,E,9.0,18,6.4,135,42,2024-09-07,248000
PROP_000213,Tech Hub,Single Family,2274.0,5,5.0,2005,19,0.07,1,0,1,2001,23,10.0,D,9.0,17,6.8,0,38,2024-08-28,948000
PROP_000214,Uptown,Townhouse,1564.0,3,2.5,2005,19,1.64,1,1,0,0,19,8.4,D,8.0,8,4.7,286,21,2024-09-06,581000
PROP_000215,Tech Hub,Single Family,1030.0,3,3.0,2018,6,0.68,0,0,0,2018,6,10.0,A,9.0,18,6.9,156,72,2024-06-25,406000
PROP_000216,Uptown,Single Family,732.0,2,1.0,1981,43,0.1,1,0,1,2022,2,9.2,D,8.0,7,4.2,0,11,2024-08-24,194000
PROP_000217,Suburbs,Single Family,1207.0,3,3.0,1998,26,0.23,1,1,1,0,26,,F,8.0,6,11.7,132,60,2024-07-30,307000
PROP_000218,University Area,Single Family,1617.0,3,3.0,1923,101,0.11,2,0,1,2022,2,5.6,B,5.0,23,5.5,134,20,2024-08-14,268000
PROP_000219,Tech Hub,Townhouse,1284.0,2,2.0,1977,47,0.45,1,0,0,0,47,6.9,E,7.0,15,5.4,295,55,2024-08-22,361000
PROP_000220,University Area,Townhouse,1638.0,4,3.0,1937,87,0.8,0,0,1,0,87,3.1,D,7.0,23,5.4,176,55,2024-08-10,285000
PROP_000221,Tech Hub,Condo,1136.0,2,2.0,1994,30,0.0,2,0,0,0,30,8.7,D,8.0,17,6.6,399,17,2024-09-02,385000
PROP_000222,Historic District,Single Family,1884.0,3,3.0,2013,11,0.49,3,0,0,2012,12,10.0,A,7.0,19,2.9,0,122,2024-05-28,672000
PROP_000223,Midtown,Single Family,1563.0,4,3.0,1963,61,0.21,1,0,0,2019,5,7.6,B,6.0,21,2.7,0,31,2024-09-16,423000
PROP_000224,Suburbs,Single Family,705.0,2,1.5,1994,30,0.15,2,0,1,0,30,6.5,D,8.0,11,13.2,0,13,2024-10-16,142000
PROP_000225,Uptown,Single Family,1302.0,3,2.0,1963,61,0.84,2,0,0,0,61,6.8,F,9.0,13,3.1,0,50,2024-08-16,315000
PROP_000226,Uptown,Multi-Family,2636.0,6,5.0,1951,73,0.21,2,0,0,0,73,5.3,F,8.0,14,3.6,0,62,2024-08-04,575000
PROP_000227,Residential Park,Single Family,1374.0,3,2.5,1993,31,,1,0,0,0,31,8.2,E,10.0,2,10.9,0,135,2024-04-29,362000
PROP_000228,Suburbs,Single Family,1651.0,3,3.5,1942,82,0.33,3,0,1,0,82,5.3,E,7.0,11,12.4,0,3,2024-10-25,305000
PROP_000229,Industrial,Single Family,1240.0,2,1.0,1998,26,0.09,2,0,0,0,26,9.1,E,4.0,26,8.8,0,34,2024-09-07,176000
PROP_000230,Tech Hub,Single Family,885.0,3,2.0,1928,96,0.12,2,0,1,2020,4,4.9,B,8.0,16,4.3,72,30,2024-09-10,224000
PROP_000231,University Area,Condo,862.0,1,1.0,1949,75,0.0,1,0,0,0,75,5.0,E,6.0,16,7.0,355,16,2024-10-11,131000
PROP_000232,Waterfront,Condo,992.0,2,2.5,1995,29,0.0,2,0,0,0,29,8.0,F,6.0,15,4.4,275,65,2024-07-18,395000
PROP_000233,Historic District,Single Family,1072.0,2,2.0,1998,26,0.53,2,0,1,2006,18,10.0,E,8.0,17,2.1,107,9,2024-09-14,386000
PROP_000234,Suburbs,Single Family,1282.0,2,2.5,1928,96,0.09,1,0,0,2011,13,4.8,D,9.0,5,12.1,0,17,2024-09-22,194000
PROP_000235,Midtown,Single Family,930.0,2,1.5,1997,27,0.24,1,1,0,0,27,9.6,D,8.0,14,1.5,0,65,2024-08-05,294000
PROP_000236,Tech Hub,Single Family,1959.0,4,3.5,2014,10,1.07,2,0,0,0,10,10.0,A,7.0,14,4.8,0,29,2024-09-20,739000
PROP_000237,Uptown,Single Family,1252.0,2,1.5,2008,16,0.12,0,0,1,0,16,9.4,D,7.0,12,4.6,0,6,2024-08-27,307000
PROP_000238,Downtown,Ranch,2181.0,5,5.0,1953,71,0.05,2,0,0,0,71,6.6,D,5.0,20,0.3,0,101,2024-06-26,569000
PROP_000239,Tech Hub,Condo,1358.0,4,4.0,1998,26,0.0,0,0,0,0,26,8.7,D,8.0,15,6.3,508,59,2024-07-10,533000
PROP_000240,Midtown,Condo,875.0,2,1.0,2004,20,0.0,1,0,1,0,20,8.4,E,6.0,23,1.4,307,37,2024-08-06,242000
PROP_000241,Residential Park,Condo,597.0,1,1.0,1930,94,0.0,2,0,0,0,94,3.3,D,10.0,1,10.5,497,42,2024-07-26,110000
PROP_000242,Residential Park,Condo,500.0,1,1.5,2015,9,0.0,0,0,0,2017,7,10.0,A,10.0,4,10.5,491,44,2024-09-03,129000
PROP_000243,Residential Park,Condo,500.0,1,1.0,2018,6,0.0,3,0,0,0,6,8.2,A,8.0,6,9.4,224,31,2024-09-19,155000
PROP_000244,Suburbs,Townhouse,719.0,2,1.5,2015,9,0.25,2,0,1,0,9,10.0,A,7.0,10,14.0,152,61,2024-08-22,180000
PROP_000245,Downtown,Townhouse,1682.0,3,2.0,2014,10,0.45,2,1,0,0,10,7.7,A,7.0,30,2.0,246,56,2024-07-19,590000
PROP_000246,Residential Park,Single Family,1457.0,3,3.5,2009,15,0.59,2,0,1,2002,22,10.0,E,8.0,11,10.2,0,1,2024-09-23,491000
PROP_000247,Suburbs,Condo,1016.0,2,1.5,2001,23,0.0,2,0,1,0,23,9.0,D,8.0,10,13.1,407,5,2024-09-29,249000
PROP_000248,Residential Park,Condo,500.0,1,1.0,2005,19,0.0,1,0,0,2011,13,10.0,D,8.0,10,11.1,389,1,2024-09-18,127000
PROP_000249,Residential Park,Multi-Family,1281.0,2,1.0,2013,11,0.05,2,0,1,2016,8,10.0,A,10.0,7,11.0,0,8,2024-09-19,350000
PROP_000250,Industrial,Condo,1166.0,2,2.0,2003,21,0.0,1,0,0,0,21,9.3,F,6.0,35,8.3,208,3,2024-09-21,197000
PROP_000251,Uptown,Condo,986.0,2,1.0,1977,47,0.0,1,1,0,2019,5,9.6,D,7.0,11,5.7,306,9,2024-08-30,348000
PROP_000252,Suburbs,Single Family,1326.0,4,3.5,1981,43,0.11,2,0,1,0,43,6.2,F,9.0,8,13.3,98,34,2024-08-03,284000
PROP_000253,Industrial,Condo,1069.0,2,1.5,2018,6,0.0,2,0,0,0,6,8.5,A,4.0,32,8.6,420,49,2024-08-24,184000
PROP_000254,Suburbs,Single Family,2217.0,4,4.5,1924,100,0.08,0,0,0,0,100,2.4,E,9.0,5,11.0,0,112,2024-06-30,266000
PROP_000255,Midtown,Single Family,1289.0,3,2.5,2006,18,0.05,1,0,0,2023,1,10.0,B,8.0,18,1.7,0,60,2024-08-30,432000
PROP_000256,Historic District,Single Family,1434.0,3,2.5,2021,3,0.23,2,0,0,0,3,9.8,A,8.0,13,2.0,0,1,2024-10-29,514000
PROP_000257,Residential Park,Townhouse,1267.0,3,3.5,2006,18,0.1,1,0,0,0,18,8.8,D,8.0,3,11.7,287,28,2024-09-06,375000
PROP_000258,Tech Hub,Single Family,2596.0,5,5.0,2023,1,0.48,2,0,1,2009,15,10.0,A,,11,5.9,0,50,2024-08-21,1122000
PROP_000259,Historic District,Single Family,500.0,2,1.5,2005,19,0.05,2,0,1,0,19,8.0,F,6.0,13,1.8,106,17,2024-09-10,145000
PROP_000260,Midtown,Multi-Family,2409.0,5,4.5,1929,95,0.55,1,0,0,0,95,4.5,F,7.0,18,1.1,129,20,2024-08-28,437000
PROP_000261,Historic District,Single Family,1342.0,4,3.0,2014,10,0.93,0,1,0,2013,11,10.0,A,7.0,20,2.3,0,73,2024-06-29,511000
PROP_000262,Residential Park,Condo,1070.0,3,2.5,1973,51,0.0,2,1,0,0,51,8.2,D,9.0,1,10.1,583,2,2024-10-21,375000
PROP_000263,Midtown,Condo,702.0,1,1.0,1988,36,0.0,1,0,0,0,36,8.0,F,8.0,14,2.6,586,34,2024-09-05,170000
PROP_000264,Waterfront,Single Family,1375.0,4,4.0,1975,49,0.81,1,0,0,2021,3,8.7,B,8.0,8,4.3,0,73,2024-08-03,547000
PROP_000265,Industrial,Townhouse,1448.0,3,2.0,1971,53,0.07,1,1,0,0,53,8.6,F,4.0,34,9.4,147,71,2024-08-08,252000
PROP_000266,University Area,Single Family,2956.0,5,5.0,1986,38,1.56,1,0,0,2014,10,9.4,E,7.0,23,7.6,100,5,2024-09-05,813000
PROP_000267,Tech Hub,Condo,1142.0,3,3.5,1982,42,0.0,0,0,0,2019,5,9.5,B,8.0,16,5.9,203,83,2024-07-09,476000
PROP_000268,Tech Hub,Condo,645.0,2,1.0,2001,23,0.0,2,0,1,0,23,8.9,F,8.0,18,6.7,397,3,2024-08-31,251000
PROP_000269,Suburbs,Condo,772.0,2,2.0,2013,11,0.0,2,0,0,0,11,10.0,A,7.0,10,13.1,403,116,2024-05-29,208000
PROP_000270,Uptown,Townhouse,1041.0,2,1.5,1974,50,0.24,2,0,1,0,50,6.8,E,9.0,17,5.4,180,10,2024-08-25,287000
PROP_000271,University Area,Single Family,502.0,1,1.0,1964,60,0.32,2,0,1,2017,7,10.0,D,7.0,21,7.1,75,5,2024-09-21,98000
PROP_000272,University Area,Single Family,1234.0,3,3.5,2004,20,0.29,0,1,1,0,20,8.1,E,6.0,20,7.6,0,3,2024-09-26,330000
PROP_000273,Industrial,Townhouse,1456.0,4,3.5,2004,20,0.37,1,0,1,0,20,10.0,E,4.0,31,7.7,261,18,2024-10-04,311000
PROP_000274,Residential Park,Condo,517.0,1,1.0,2018,6,0.0,2,0,1,0,6,8.1,A,9.0,6,11.3,291,19,2024-09-30,149000
PROP_000275,Waterfront,Multi-Family,2629.0,5,5.0,1924,100,0.13,2,1,0,0,100,2.3,E,8.0,7,2.4,98,33,2024-08-26,616000
PROP_000276,Waterfront,Multi-Family,2292.0,5,4.0,2015,9,0.17,2,0,0,2009,15,9.8,A,7.0,10,2.3,0,59,2024-08-29,909000
PROP_000277,University Area,Multi-Family,1559.0,3,2.5,1993,31,0.09,2,0,1,2009,15,9.0,F,6.0,21,6.5,167,32,2024-09-24,360000
PROP_000278,Tech Hub,Condo,857.0,2,2.0,2000,24,0.0,2,0,1,0,24,,F,9.0,14,4.9,255,173,2024-04-09,320000
PROP_000279,Tech Hub,Single Family,2199.0,4,4.0,1945,79,0.05,0,0,0,0,79,4.8,E,9.0,19,5.7,0,10,2024-10-17,499000
PROP_000280,University Area,Townhouse,1456.0,3,3.5,1987,37,0.14,2,0,1,2003,21,8.6,D,7.0,16,7.0,127,10,2024-09-28,405000
PROP_000281,Industrial,Condo,902.0,2,1.0,1966,58,0.0,2,0,0,0,58,7.6,F,5.0,30,7.7,262,54,2024-07-23,141000
PROP_000282,Suburbs,Single Family,1281.0,3,2.5,1970,54,0.05,3,0,0,2009,15,8.9,D,8.0,4,13.1,0,16,2024-10-08,284000
PROP_000283,Suburbs,Multi-Family,2045.0,4,3.0,1992,32,,2,0,0,2006,18,9.9,F,8.0,3,14.0,127,8,2024-10-06,451000
PROP_000284,Midtown,Multi-Family,1692.0,4,4.0,2013,11,0.43,2,0,1,0,11,9.5,A,6.0,22,3.3,149,70,2024-07-29,470000
PROP_000285,Historic District,Condo,500.0,1,1.0,2009,15,0.0,2,0,1,2022,2,10.0,D,6.0,19,1.0,374,11,2024-10-03,168000
PROP_000286,Downtown,Single Family,2421.0,4,4.0,1998,26,0.06,2,0,1,0,26,9.5,E,7.0,29,1.4,0,62,2024-07-26,782000
PROP_000287,Suburbs,Single Family,1477.0,4,4.5,1995,29,0.28,3,0,1,0,29,7.6,E,7.0,7,11.0,156,10,2024-09-26,376000
PROP_000288,Waterfront,Multi-Family,2238.0,5,5.0,1986,38,0.23,2,0,0,0,38,6.8,D,8.0,8,3.4,0,126,2024-06-08,689000
PROP_000289,Uptown,Ranch,1576.0,2,2.0,2022,2,1.21,2,0,1,2007,17,10.0,A,8.0,15,4.6,0,15,2024-09-27,537000
PROP_000290,Historic District,Single Family,1032.0,2,2.0,1996,28,0.41,0,0,0,2012,12,10.0,F,8.0,18,3.4,0,62,2024-07-23,295000
PROP_000291,Downtown,Single Family,1307.0,2,2.0,1970,54,0.26,2,0,1,0,54,5.0,F,6.0,28,1.7,0,82,2024-07-02,342000
PROP_000292,Downtown,Multi-Family,1040.0,2,2.0,1967,57,0.57,2,0,0,0,57,6.6,D,7.0,22,1.6,0,5,2024-10-03,271000
PROP_000293,University Area,Single Family,2538.0,4,3.5,2000,24,0.05,2,1,0,2018,6,10.0,B,5.0,24,6.6,150,3,2024-10-09,611000
PROP_000294,Suburbs,Condo,529.0,1,1.0,1994,30,0.0,0,0,1,0,30,8.6,E,8.0,5,12.5,392,41,2024-08-07,72000
PROP_000295,Midtown,Ranch,1187.0,2,1.0,1922,102,0.35,2,0,1,0,102,3.5,D,7.0,15,4.0,0,43,2024-09-15,213000
PROP_000296,Waterfront,Single Family,1179.0,2,1.0,2014,10,0.05,1,0,0,0,10,9.9,A,7.0,15,2.1,0,43,2024-08-28,388000
PROP_000297,University Area,Condo,1286.0,2,1.5,2006,18,0.0,2,0,1,0,18,10.0,D,5.0,24,5.9,535,27,2024-09-10,332000
PROP_000298,Uptown,Single Family,1407.0,3,2.0,2003,21,0.41,1,1,0,0,21,9.4,E,7.0,11,3.4,0,122,2024-06-11,397000
PROP_000299,Historic District,Single Family,781.0,1,1.0,1939,85,0.09,2,0,0,0,85,2.8,E,6.0,15,1.4,0,53,2024-08-22,179000
PROP_000300,Midtown,Multi-Family,2752.0,6,5.0,1980,44,0.3,1,1,1,2003,21,9.0,E,7.0,18,2.4,155,3,2024-09-14,797000
PROP_000301,Downtown,Condo,1119.0,3,2.0,2020,4,0.0,0,0,0,2021,3,10.0,A,7.0,22,0.5,571,69,2024-07-09,490000
PROP_000302,Waterfront,Ranch,1815.0,4,3.0,2016,8,0.11,2,0,1,0,8,10.0,A,8.0,6,4.9,0,14,2024-10-09,730000
PROP_000303,Waterfront,Condo,1114.0,2,1.0,1973,51,0.0,0,0,0,0,51,6.7,D,6.0,10,4.0,474,57,2024-07-23,340000
PROP_000304,Tech Hub,Single Family,2597.0,6,5.0,1956,68,0.05,2,0,0,2010,14,7.5,D,9.0,12,6.2,0,2,2024-10-21,869000
PROP_000305,Tech Hub,Single Family,2492.0,4,3.5,1988,36,0.05,3,0,0,0,36,7.6,D,,17,6.2,0,65,2024-06-30,727000
PROP_000306,Residential Park,Single Family,1056.0,1,1.0,1979,45,0.05,3,0,0,0,45,7.2,F,9.0,2,11.7,0,35,2024-08-25,214000
PROP_000307,Waterfront,Single Family,2211.0,4,3.5,2005,19,0.05,1,0,0,2018,6,10.0,C,6.0,8,4.3,0,57,2024-07-26,933000
PROP_000308,Suburbs,Single Family,1591.0,4,3.0,2022,2,0.17,2,0,1,2001,23,10.0,A,7.0,13,11.0,0,30,2024-09-25,466000
PROP_000309,University Area,Single Family,1649.0,3,3.0,1980,44,0.12,1,0,1,0,44,6.9,E,7.0,25,5.8,0,72,2024-07-19,310000
PROP_000310,Uptown,Condo,500.0,1,1.0,1937,87,0.0,3,0,1,0,87,4.5,D,9.0,8,6.0,473,132,2024-06-20,330000
PROP_000311,Suburbs,Townhouse,1140.0,2,2.0,2018,6,0.61,2,0,1,0,6,10.0,A,9.0,7,13.0,118,61,2024-07-13,300000
PROP_000312,Downtown,Townhouse,915.0,2,2.0,1930,94,0.46,0,0,0,2017,7,8.5,D,5.0,22,0.1,153,61,2024-08-24,216000
PROP_000313,Downtown,Townhouse,1489.0,3,2.0,2021,3,0.23,1,0,0,0,3,8.5,A,5.0,23,0.9,297,10,2024-09-19,525000
PROP_000314,Residential Park,Single Family,1935.0,4,3.5,2004,20,0.05,1,0,0,0,20,9.3,F,8.0,9,11.9,0,19,2024-08-15,540000
PROP_000315,University Area,Single Family,500.0,1,1.5,2020,4,0.37,2,0,0,0,4,10.0,A,6.0,24,8.0,0,6,2024-09-21,98000
PROP_000316,Tech Hub,Townhouse,1192.0,2,1.5,1962,62,0.14,1,0,1,2013,11,7.1,D,9.0,19,5.3,194,34,2024-08-30,330000
PROP_000317,Suburbs,Condo,1236.0,2,1.0,1931,93,0.0,2,1,0,0,93,4.5,F,7.0,7,13.7,277,26,2024-09-04,216000
PROP_000318,Midtown,Single Family,1306.0,3,2.0,1991,33,0.55,2,1,0,2003,21,9.4,F,6.0,21,2.8,0,15,2024-10-16,468000
PROP_000319,Midtown,Multi-Family,2437.0,4,4.0,1988,36,0.12,3,0,0,2020,4,9.1,D,6.0,17,2.5,0,3,2024-09-06,662000
PROP_000320,Uptown,Townhouse,1322.0,2,2.5,1977,47,0.07,3,0,0,0,47,6.1,D,9.0,16,4.2,189,120,2024-06-03,370000
PROP_000321,Waterfront,Condo,1002.0,2,1.0,2021,3,0.0,1,1,0,2019,5,10.0,A,8.0,13,4.7,213,41,2024-07-31,1322500
PROP_000322,Tech Hub,Single Family,1264.0,2,1.5,2014,10,0.7,2,0,1,0,10,9.2,A,8.0,16,5.9,0,17,2024-09-10,400000
PROP_000323,Tech Hub,Townhouse,774.0,1,1.0,2003,21,0.12,2,0,0,2002,22,10.0,D,8.0,9,5.0,259,19,2024-09-03,259000
PROP_000324,Uptown,Condo,563.0,1,1.5,1957,67,0.0,2,1,1,0,67,4.1,D,8.0,9,4.5,525,22,2024-08-27,174000
PROP_000325,Residential Park,Townhouse,1448.0,3,3.0,2008,16,0.26,0,0,0,2012,12,10.0,E,9.0,5,10.3,185,75,2024-07-10,439000
PROP_000326,University Area,Townhouse,1206.0,2,2.0,2008,16,0.4,1,0,1,0,16,9.8,F,5.0,17,6.4,135,10,2024-10-02,264000
PROP_000327,Historic District,Multi-Family,1916.0,4,4.5,1986,38,0.05,1,0,1,2014,10,9.8,D,7.0,19,1.4,0,87,2024-07-04,550000
PROP_000328,Historic District,Condo,772.0,1,1.5,2019,5,0.0,1,0,1,0,5,10.0,A,6.0,10,2.4,557,16,2024-09-23,254000
PROP_000329,Suburbs,Single Family,1247.0,3,3.5,1958,66,0.92,1,0,0,0,66,6.8,F,7.0,13,11.2,0,92,2024-07-29,235000
PROP_000330,Uptown,Townhouse,1566.0,3,2.0,1971,53,0.09,1,0,0,0,53,6.0,E,9.0,8,5.7,241,101,2024-05-31,405000
PROP_000331,Suburbs,Condo,799.0,1,1.5,1937,87,0.0,2,0,1,0,87,3.0,E,7.0,4,12.2,440,53,2024-08-28,130000
PROP_000332,University Area,Townhouse,730.0,2,2.5,2012,12,0.9,1,1,0,2009,15,10.0,A,7.0,18,7.4,136,101,2024-07-15,243000
PROP_000333,Downtown,Single Family,1771.0,3,2.0,2001,23,0.09,2,0,0,2015,9,9.9,E,6.0,25,1.7,0,61,2024-07-22,597000
PROP_000334,Midtown,Single Family,1297.0,3,2.0,1976,48,,0,0,0,0,48,5.0,E,7.0,14,2.4,0,7,2024-09-08,287000
PROP_000335,Downtown,Multi-Family,2018.0,5,4.5,1957,67,0.08,2,0,1,2007,17,8.0,E,7.0,25,0.1,0,140,2024-04-17,579000
PROP_000336,Downtown,Townhouse,1762.0,4,4.0,1931,93,0.4,3,0,0,0,93,2.5,F,7.0,30,1.2,168,9,2024-10-12,403000
PROP_000337,Industrial,Ranch,1591.0,3,3.5,1958,66,0.48,2,0,1,0,66,5.8,E,5.0,25,9.8,0,30,2024-09-06,215000
PROP_000338,Tech Hub,Townhouse,1301.0,2,1.5,1988,36,0.09,2,0,0,0,36,8.5,D,7.0,16,4.6,265,21,2024-09-18,391000
PROP_000339,Suburbs,Condo,546.0,2,1.5,1969,55,0.0,0,0,0,0,55,7.7,E,7.0,5,11.8,313,19,2024-09-05,79000
PROP_000340,Midtown,Townhouse,1123.0,3,2.0,1970,54,0.5,2,0,0,0,54,6.1,D,8.0,20,4.0,197,68,2024-08-20,297000
PROP_000341,Suburbs,Multi-Family,2365.0,4,4.5,2017,7,0.13,0,0,0,0,7,8.8,A,7.0,5,13.7,187,15,2024-09-15,442000
PROP_000342,Suburbs,Condo,500.0,1,1.0,1993,31,0.0,1,0,0,0,31,9.3,E,7.0,3,12.6,509,34,2024-09-23,81000
PROP_000343,Midtown,Condo,960.0,1,1.0,2008,16,0.0,1,0,0,0,16,10.0,F,7.0,16,3.1,201,18,2024-08-27,293000
PROP_000344,Suburbs,Single Family,1450.0,3,3.5,1929,95,0.26,2,0,0,0,95,4.3,D,9.0,5,12.3,0,100,2024-07-09,230000
PROP_000345,Suburbs,Condo,912.0,2,2.5,1980,44,0.0,1,1,1,2017,7,8.4,B,8.0,10,12.2,471,7,2024-09-12,247000
PROP_000346,Historic District,Townhouse,1563.0,4,4.5,1991,33,0.52,2,0,0,0,33,6.5,D,6.0,10,1.8,256,8,2024-09-02,482000
PROP_000347,Tech Hub,Single Family,1567.0,3,2.0,1961,63,0.17,1,0,0,2008,16,8.9,E,7.0,17,5.2,0,5,2024-10-04,455000
PROP_000348,Downtown,Single Family,2139.0,5,4.5,1951,73,0.23,2,1,0,2018,6,7.1,B,6.0,30,1.5,0,63,2024-07-12,677000
PROP_000349,Suburbs,Single Family,903.0,1,1.0,2016,8,0.1,2,0,0,0,8,10.0,A,7.0,11,12.0,0,7,2024-09-27,159000
PROP_000350,Historic District,Single Family,1467.0,4,4.0,2020,4,0.05,1,1,0,0,4,9.1,A,6.0,15,1.0,0,34,2024-09-09,501000
PROP_000351,Waterfront,Single Family,1442.0,3,2.5,1942,82,0.2,1,0,0,0,82,5.6,F,7.0,9,4.1,0,65,2024-07-05,412000
PROP_000352,Industrial,Condo,579.0,2,2.5,1979,45,0.0,2,0,1,0,45,8.4,D,4.0,35,7.1,442,5,2024-08-30,113000
PROP_000353,Tech Hub,Ranch,1982.0,3,3.0,2021,3,0.22,1,0,0,0,3,9.6,A,8.0,13,6.2,0,119,2024-06-18,635000
PROP_000354,Midtown,Condo,1597.0,3,3.5,1943,81,0.0,2,0,1,2014,10,6.9,E,8.0,18,1.8,538,15,2024-10-02,472000
